File A,File B,n,Similarity
USFCA72.txt,Auburn71.txt,5,2.28822e+13
Emory27.txt,Lehigh96.txt,5,5.77743e+12
Georgetown15.txt,Tulane29.txt,5,8.02616e+12
Bucknell39.txt,Wesleyan43.txt,5,3.91477e+12
Bucknell39.txt,UChicago30.txt,5,5.96631e+12
William77.txt,UPenn7.txt,5,6.93326e+12
William77.txt,Pepperdine86.txt,5,6.53676e+12
Yale4.txt,JohnsHopkins55.txt,5,7.85829e+12
Howard90.txt,Vassar85.txt,5,5.93497e+12
Williams40.txt,Georgetown15.txt,5,6.52827e+12
Auburn71.txt,UCSC68.txt,5,1.85943e+13
Howard90.txt,JohnsHopkins55.txt,5,9.0286e+12
Williams40.txt,Baylor93.txt,5,1.17318e+13
Dartmouth6.txt,JohnsHopkins55.txt,5,9.1141e+12
Tulane29.txt,Wellesley22.txt,5,6.81747e+12
Yale4.txt,Carnegie49.txt,5,7.87942e+12
Trinity100.txt,Santa74.txt,5,5.65831e+12
Vermont70.txt,MIT8.txt,5,9.80133e+12
Vermont70.txt,Maine59.txt,5,7.36992e+12
Yale4.txt,Hamilton46.txt,5,5.48804e+12
Carnegie49.txt,UChicago30.txt,5,9.64348e+12
Carnegie49.txt,Brown11.txt,5,7.63365e+12
Rochester38.txt,Bowdoin47.txt,5,4.98504e+12
Rice31.txt,Baylor93.txt,5,1.10586e+13
Hamilton46.txt,Mich67.txt,5,7.45428e+12
Carnegie49.txt,Trinity100.txt,5,6.06214e+12
Smith60.txt,Baylor93.txt,5,1.0215e+13
Smith60.txt,Mississippi66.txt,5,6.78198e+12
Oberlin44.txt,Lehigh96.txt,5,6.54128e+12
Hamilton46.txt,Georgetown15.txt,5,6.43049e+12
UC64.txt,MIT8.txt,5,1.4379e+13
Villanova62.txt,UChicago30.txt,5,9.30953e+12
Villanova62.txt,Brown11.txt,5,7.43776e+12
Princeton12.txt,Bowdoin47.txt,5,5.41627e+12
Rochester38.txt,USFCA72.txt,5,6.83266e+12
Rochester38.txt,UCSC68.txt,5,5.91734e+12
Princeton12.txt,BC17.txt,5,8.5205e+12
Rochester38.txt,Cal65.txt,5,6.91331e+12
Princeton12.txt,Stanford3.txt,5,7.97244e+12
Princeton12.txt,Trinity100.txt,5,5.11199e+12
Rochester38.txt,Rice31.txt,5,5.41805e+12
Villanova62.txt,Villanova62.txt,5,1.09742e+13
Villanova62.txt,Howard90.txt,5,9.56158e+12
WashU32.txt,Syracuse56.txt,5,1.2272e+13
Smith60.txt,NotreDame57.txt,5,5.93379e+12
Hamilton46.txt,Williams40.txt,5,4.58411e+12
Oberlin44.txt,Tulane29.txt,5,6.82391e+12
Smith60.txt,UPenn7.txt,5,5.6411e+12
Carnegie49.txt,MIT8.txt,5,1.12891e+13
Oberlin44.txt,Tufts18.txt,5,6.9561e+12
Carnegie49.txt,Maine59.txt,5,8.37284e+12
Vermont70.txt,UChicago30.txt,5,8.40165e+12
Yale4.txt,Cal65.txt,5,7.5285e+12
Yale4.txt,Rice31.txt,5,5.89397e+12
Vermont70.txt,Brown11.txt,5,6.63255e+12
Auburn71.txt,Stanford3.txt,5,2.2592e+13
Vermont70.txt,Trinity100.txt,5,5.37234e+12
JohnsHopkins55.txt,Lehigh96.txt,5,8.22103e+12
Auburn71.txt,Pepperdine86.txt,5,1.84396e+13
Williams40.txt,Brandeis99.txt,5,3.6638e+13
Williams40.txt,Vassar85.txt,5,4.50439e+12
Howard90.txt,Santa74.txt,5,9.86759e+12
Yale4.txt,Tufts18.txt,5,7.12464e+12
Mississippi66.txt,Santa74.txt,5,9.74403e+12
William77.txt,Mississippi66.txt,5,8.65572e+12
Bucknell39.txt,MIT8.txt,5,6.95125e+12
Yale4.txt,Santa74.txt,5,7.493e+12
William77.txt,UCSC68.txt,5,6.64292e+12
William77.txt,American75.txt,5,7.68019e+12
UChicago30.txt,Georgetown15.txt,5,9.49245e+12
Harvard1.txt,Northwestern25.txt,5,1.80093e+13
Emory27.txt,Emory27.txt,5,5.22934e+12
Emory27.txt,Tulane29.txt,5,6.23184e+12
USFCA72.txt,Colgate88.txt,5,5.60488e+12
NotreDame57.txt,Syracuse56.txt,5,1.33061e+13
Bingham82.txt,Brown11.txt,5,5.69757e+12
Rochester38.txt,Santa74.txt,5,6.84216e+12
Amherst41.txt,Santa74.txt,5,6.34801e+12
Bingham82.txt,Williams40.txt,5,4.97156e+12
Duke14.txt,Emory27.txt,5,5.87732e+12
Brown11.txt,Brown11.txt,5,6.12082e+12
Harvard1.txt,Villanova62.txt,5,1.01528e+13
Brown11.txt,Williams40.txt,5,5.30613e+12
Duke14.txt,Tulane29.txt,5,7.01139e+12
Cal65.txt,Oklahoma97.txt,5,2.14017e+13
Harvard1.txt,Oberlin44.txt,5,8.67838e+12
Brown11.txt,Trinity100.txt,5,4.87673e+12
Harvard1.txt,Howard90.txt,5,9.93574e+12
Villanova62.txt,Santa74.txt,5,1.14732e+13
Harvard1.txt,Auburn71.txt,5,2.78061e+13
Brown11.txt,Georgetown15.txt,5,7.57153e+12
Villanova62.txt,Wellesley22.txt,5,7.95093e+12
Cal65.txt,Howard90.txt,5,8.25091e+12
Harvard1.txt,Hamilton46.txt,5,7.38779e+12
Brown11.txt,Amherst41.txt,5,5.36728e+12
Harvard1.txt,Cal65.txt,5,1.01033e+13
Duke14.txt,Syracuse56.txt,5,9.03114e+12
Duke14.txt,NotreDame57.txt,5,7.21115e+12
Auburn71.txt,Wellesley22.txt,5,2.54447e+13
Bingham82.txt,Amherst41.txt,5,5.07253e+12
Amherst41.txt,Wellesley22.txt,5,5.47546e+12
Rochester38.txt,Lehigh96.txt,5,6.01125e+12
Bingham82.txt,Auburn71.txt,5,1.61033e+13
NotreDame57.txt,Trinity100.txt,5,5.47285e+12
Emory27.txt,Syracuse56.txt,5,7.82819e+12
USFCA72.txt,Brown11.txt,5,7.13999e+12
Harvard1.txt,Vermont70.txt,5,9.32957e+12
UChicago30.txt,BC17.txt,5,1.08856e+13
NotreDame57.txt,Wellesley22.txt,5,7.51382e+12
William77.txt,Maine59.txt,5,7.23219e+12
Yale4.txt,Lehigh96.txt,5,6.57718e+12
William77.txt,Wesleyan43.txt,5,5.38185e+12
William77.txt,Williams40.txt,5,5.80919e+12
Bucknell39.txt,USFCA72.txt,5,5.52581e+12
Mississippi66.txt,Lehigh96.txt,5,8.38277e+12
Yale4.txt,Vassar85.txt,5,5.40853e+12
Williams40.txt,Tufts18.txt,5,5.96497e+12
Howard90.txt,Lehigh96.txt,5,8.09437e+12
Auburn71.txt,Wake73.txt,5,1.59493e+13
Williams40.txt,Emory27.txt,5,4.88963e+12
JohnsHopkins55.txt,Santa74.txt,5,9.63412e+12
Vermont70.txt,Georgetown15.txt,5,7.94041e+12
Auburn71.txt,NotreDame57.txt,5,3.75743e+13
Yale4.txt,Smith60.txt,5,5.52847e+12
Vermont70.txt,Auburn71.txt,5,1.90812e+13
Vermont70.txt,Cal65.txt,5,7.89853e+12
Yale4.txt,Villanova62.txt,5,7.33837e+12
Carnegie49.txt,American75.txt,5,8.77291e+12
Carnegie49.txt,Oklahoma97.txt,5,2.78233e+13
Oberlin44.txt,UPenn7.txt,5,6.57255e+12
Oberlin44.txt,Syracuse56.txt,5,9.15972e+12
Smith60.txt,Mich67.txt,5,7.46073e+12
Smith60.txt,Stanford3.txt,5,6.6632e+12
Hamilton46.txt,Amherst41.txt,5,4.65264e+12
WashU32.txt,Trinity100.txt,5,5.10735e+12
Villanova62.txt,Oklahoma97.txt,5,4.16203e+13
Carnegie49.txt,Wellesley22.txt,5,7.88079e+12
Princeton12.txt,Georgetown15.txt,5,7.58133e+12
Rochester38.txt,Smith60.txt,5,5.08262e+12
Rochester38.txt,Villanova62.txt,5,6.70561e+12
Princeton12.txt,Baylor93.txt,5,1.26927e+13
Carnegie49.txt,Tulane29.txt,5,8.33976e+12
Rochester38.txt,GWU54.txt,5,1.1322e+13
Villanova62.txt,Colgate88.txt,5,5.60362e+12
Princeton12.txt,UPenn7.txt,5,6.74945e+12
Rochester38.txt,MIT8.txt,5,8.59914e+12
Rochester38.txt,Maine59.txt,5,6.46626e+12
Princeton12.txt,JohnsHopkins55.txt,5,7.84861e+12
Carnegie49.txt,Cal65.txt,5,8.96388e+12
Carnegie49.txt,Rice31.txt,5,6.98863e+12
Oberlin44.txt,Georgetown15.txt,5,7.56458e+12
Hamilton46.txt,UCSC68.txt,5,5.34156e+12
Smith60.txt,BC17.txt,5,7.05004e+12
Smith60.txt,Duke14.txt,5,5.52591e+12
Oberlin44.txt,Santa74.txt,5,7.52298e+12
Vermont70.txt,UPenn7.txt,5,7.09293e+12
Auburn71.txt,Santa74.txt,5,4.97223e+13
Lehigh96.txt,Wellesley22.txt,5,6.85425e+12
Yale4.txt,MIT8.txt,5,9.36506e+12
Vermont70.txt,Vanderbilt48.txt,5,9.34585e+12
Vermont70.txt,American75.txt,5,7.66427e+12
Yale4.txt,Maine59.txt,5,7.03018e+12
Mississippi66.txt,Stanford3.txt,5,9.83549e+12
Yale4.txt,Syracuse56.txt,5,9.00384e+12
Williams40.txt,Trinity100.txt,5,4.25222e+12
Auburn71.txt,Smith60.txt,5,1.50194e+13
Auburn71.txt,Brown11.txt,5,2.20234e+13
Williams40.txt,Williams40.txt,5,4.61004e+12
William77.txt,Villanova62.txt,5,9.10652e+12
Bucknell39.txt,Carnegie49.txt,5,5.85082e+12
William77.txt,Tufts18.txt,5,7.5495e+12
William77.txt,Oberlin44.txt,5,6.75331e+12
Bucknell39.txt,Columbia2.txt,5,1.46375e+14
Stanford3.txt,Tulane29.txt,5,8.46726e+12
NotreDame57.txt,Tulane29.txt,5,7.5581e+12
Harvard1.txt,Princeton12.txt,5,8.88847e+12
UChicago30.txt,Tulane29.txt,5,8.49464e+12
USFCA72.txt,MIT8.txt,5,1.05458e+13
Emory27.txt,Santa74.txt,5,6.5568e+12
Bingham82.txt,NotreDame57.txt,5,6.41436e+12
Amherst41.txt,Emory27.txt,5,4.99105e+12
Bingham82.txt,USFCA72.txt,5,6.7012e+12
Bingham82.txt,Vanderbilt48.txt,5,7.93537e+12
Colgate88.txt,American75.txt,5,5.50869e+12
Harvard1.txt,UCSC68.txt,5,8.65692e+12
Cal65.txt,Maine59.txt,5,7.98443e+12
Villanova62.txt,Tulane29.txt,5,7.70792e+12
Harvard1.txt,USFCA72.txt,5,1.00018e+13
Brown11.txt,American75.txt,5,7.03028e+12
Duke14.txt,Vassar85.txt,5,5.4155e+12
Duke14.txt,Santa74.txt,5,7.52318e+12
Brown11.txt,UCSC68.txt,5,6.16027e+12
Duke14.txt,Wellesley22.txt,5,6.46226e+12
Brown11.txt,Wake73.txt,5,5.40248e+12
Brown11.txt,Oberlin44.txt,5,6.20041e+12
Duke14.txt,Bowdoin47.txt,5,5.42431e+12
Villanova62.txt,Syracuse56.txt,5,1.49447e+13
Harvard1.txt,UChicago30.txt,5,1.08098e+13
Harvard1.txt,Wesleyan43.txt,5,7.05875e+12
Colgate88.txt,Oberlin44.txt,5,4.8646e+12
Cal65.txt,Colgate88.txt,5,5.66904e+12
Bingham82.txt,GWU54.txt,5,1.08077e+13
Bingham82.txt,MIT8.txt,5,8.42895e+12
Amherst41.txt,NotreDame57.txt,5,6.08523e+12
Bingham82.txt,Emory27.txt,5,5.31208e+12
USFCA72.txt,Oklahoma97.txt,5,2.28999e+13
Emory27.txt,Wellesley22.txt,5,5.70429e+12
NotreDame57.txt,JohnsHopkins55.txt,5,9.00257e+12
UChicago30.txt,JohnsHopkins55.txt,5,9.61632e+12
Harvard1.txt,UC64.txt,5,1.35654e+13
Stanford3.txt,JohnsHopkins55.txt,5,9.4757e+12
William77.txt,Hamilton46.txt,5,5.75144e+12
Bucknell39.txt,WashU32.txt,5,4.94457e+12
Bucknell39.txt,Villanova62.txt,5,5.39311e+12
William77.txt,Vassar85.txt,5,5.55839e+12
William77.txt,Cal65.txt,5,7.72829e+12
Auburn71.txt,Colgate88.txt,5,1.48989e+13
Williams40.txt,Mississippi66.txt,5,6.83323e+12
Williams40.txt,Syracuse56.txt,5,7.96587e+12
Auburn71.txt,Rice31.txt,5,1.6293e+13
Yale4.txt,Trinity100.txt,5,5.11621e+12
Mississippi66.txt,NotreDame57.txt,5,9.13357e+12
Vermont70.txt,Oberlin44.txt,5,6.76799e+12
Yale4.txt,American75.txt,5,7.30831e+12
Yale4.txt,Oklahoma97.txt,5,1.91362e+13
Vermont70.txt,GWU54.txt,5,1.27335e+13
Auburn71.txt,Lehigh96.txt,5,3.35025e+13
Vermont70.txt,Tufts18.txt,5,7.45638e+12
Lehigh96.txt,Santa74.txt,5,9.3242e+12
Smith60.txt,Amherst41.txt,5,4.69085e+12
Oberlin44.txt,Wellesley22.txt,5,6.33665e+12
Hamilton46.txt,Wake73.txt,5,4.67666e+12
Smith60.txt,Georgetown15.txt,5,6.30588e+12
Carnegie49.txt,Smith60.txt,5,6.55694e+12
Oberlin44.txt,Trinity100.txt,5,4.96906e+12
Carnegie49.txt,Villanova62.txt,5,9.42478e+12
Rochester38.txt,American75.txt,5,6.70683e+12
Princeton12.txt,Lehigh96.txt,5,6.54565e+12
Princeton12.txt,Tufts18.txt,5,7.1106e+12
Rochester38.txt,Oklahoma97.txt,5,1.74293e+13
Villanova62.txt,Maine59.txt,5,7.78167e+12
Rochester38.txt,Carnegie49.txt,5,7.23903e+12
Carnegie49.txt,JohnsHopkins55.txt,5,9.53512e+12
Smith60.txt,Wesleyan43.txt,5,4.38816e+12
UC64.txt,WashU32.txt,5,1.08185e+13
Villanova62.txt,Oberlin44.txt,5,7.3678e+12
Carnegie49.txt,Santa74.txt,5,9.75257e+12
Princeton12.txt,Tulane29.txt,5,7.01389e+12
Rochester38.txt,Hamilton46.txt,5,5.0368e+12
Rochester38.txt,Auburn71.txt,5,1.69225e+13
Princeton12.txt,Mich67.txt,5,8.95145e+12
Carnegie49.txt,Oberlin44.txt,5,7.72033e+12
Rochester38.txt,Tulane29.txt,5,6.44883e+12
GWU54.txt,Wellesley22.txt,5,1.57302e+13
Rice31.txt,Pepperdine86.txt,5,5.6383e+12
Hamilton46.txt,Smith60.txt,5,4.56917e+12
Carnegie49.txt,Tufts18.txt,5,8.56256e+12
Smith60.txt,Pepperdine86.txt,5,5.28774e+12
Smith60.txt,Brandeis99.txt,5,2.84523e+13
Hamilton46.txt,Duke14.txt,5,5.48762e+12
JohnsHopkins55.txt,Wellesley22.txt,5,7.87931e+12
Yale4.txt,Vanderbilt48.txt,5,9.07574e+12
Wellesley22.txt,Wellesley22.txt,5,6.49632e+12
Yale4.txt,Colgate88.txt,5,4.99464e+12
Tulane29.txt,Lehigh96.txt,5,6.9319e+12
Vermont70.txt,Smith60.txt,5,5.80214e+12
Vermont70.txt,Villanova62.txt,5,7.63616e+12
Yale4.txt,USFCA72.txt,5,7.4367e+12
Howard90.txt,Syracuse56.txt,5,1.25473e+13
Williams40.txt,UPenn7.txt,5,5.62438e+12
Auburn71.txt,Auburn71.txt,5,2.80496e+14
Auburn71.txt,Hamilton46.txt,5,1.74192e+13
Williams40.txt,JohnsHopkins55.txt,5,6.6111e+12
BC17.txt,Trinity100.txt,5,6.48758e+12
Bucknell39.txt,Tufts18.txt,5,5.28736e+12
Bucknell39.txt,Bucknell39.txt,5,3.67641e+12
William77.txt,Rice31.txt,5,6.03202e+12
William77.txt,Baylor93.txt,5,2.03126e+13
Bucknell39.txt,GWU54.txt,5,9.00711e+12
William77.txt,Lehigh96.txt,5,7.67454e+12
USFCA72.txt,NotreDame57.txt,5,8.18407e+12
Brandeis99.txt,BC17.txt,5,1.3627e+14
USFCA72.txt,USFCA72.txt,5,8.36362e+12
Harvard1.txt,Harvard1.txt,5,1.19836e+13
UChicago30.txt,Syracuse56.txt,5,1.15915e+13
NotreDame57.txt,Santa74.txt,5,1.03198e+13
Bingham82.txt,Villanova62.txt,5,6.52002e+12
Bingham82.txt,Howard90.txt,5,6.5164e+12
Harvard1.txt,MIT8.txt,5,1.26322e+13
Pepperdine86.txt,Syracuse56.txt,5,8.67655e+12
Villanova62.txt,Georgetown15.txt,5,1.03095e+13
Cal65.txt,Auburn71.txt,5,2.1038e+13
Harvard1.txt,Wake73.txt,5,7.58597e+12
Brown11.txt,Duke14.txt,5,6.34084e+12
Duke14.txt,Lehigh96.txt,5,6.58662e+12
Duke14.txt,Tufts18.txt,5,7.12966e+12
Villanova62.txt,Mississippi66.txt,5,9.50549e+12
Brown11.txt,Smith60.txt,5,5.26514e+12
Villanova62.txt,Mich67.txt,5,1.04914e+13
Duke14.txt,UPenn7.txt,5,6.75679e+12
Brown11.txt,Hamilton46.txt,5,5.2729e+12
Brown11.txt,Pepperdine86.txt,5,6.06167e+12
Duke14.txt,JohnsHopkins55.txt,5,7.87566e+12
Cal65.txt,Brown11.txt,5,7.18671e+12
Harvard1.txt,Pepperdine86.txt,5,8.5183e+12
Harvard1.txt,Oklahoma97.txt,5,2.76857e+13
Villanova62.txt,Trinity100.txt,5,5.55225e+12
Pepperdine86.txt,Trinity100.txt,5,4.89469e+12
Bingham82.txt,Oklahoma97.txt,5,1.65137e+13
Bingham82.txt,Carnegie49.txt,5,7.08467e+12
UChicago30.txt,Trinity100.txt,5,6.18993e+12
NotreDame57.txt,Lehigh96.txt,5,8.27258e+12
Brandeis99.txt,Brandeis99.txt,5,1.93516e+15
UChicago30.txt,Wellesley22.txt,5,7.92557e+12
USFCA72.txt,Stanford3.txt,5,8.97145e+12
William77.txt,Santa74.txt,5,9.42291e+12
William77.txt,Bowdoin47.txt,5,5.67203e+12
Bucknell39.txt,Vanderbilt48.txt,5,6.59281e+12
Yale4.txt,Wellesley22.txt,5,6.46262e+12
William77.txt,Smith60.txt,5,5.64296e+12
Bucknell39.txt,UPenn7.txt,5,5.03303e+12
BC17.txt,Syracuse56.txt,5,1.8049e+13
Auburn71.txt,Oberlin44.txt,5,2.03629e+13
Williams40.txt,Tulane29.txt,5,5.84216e+12
Williams40.txt,Mich67.txt,5,7.51651e+12
Howard90.txt,Wellesley22.txt,5,7.50441e+12
Howard90.txt,Trinity100.txt,5,5.56983e+12
Vermont70.txt,Carnegie49.txt,5,8.25211e+12
Yale4.txt,UChicago30.txt,5,8.01547e+12
Tulane29.txt,Santa74.txt,5,7.88607e+12
Yale4.txt,Brown11.txt,5,6.33105e+12
Vermont70.txt,Hamilton46.txt,5,5.7485e+12
Yale4.txt,Bingham82.txt,5,5.97416e+12
Lehigh96.txt,Lehigh96.txt,5,7.55047e+12
Smith60.txt,Emory27.txt,5,4.91289e+12
Hamilton46.txt,Pepperdine86.txt,5,5.24917e+12
Hamilton46.txt,Hamilton46.txt,5,4.55296e+12
Smith60.txt,Wake73.txt,5,4.71704e+12
Carnegie49.txt,Vassar85.txt,5,6.43435e+12
Rice31.txt,Wake73.txt,5,5.02791e+12
Carnegie49.txt,Carnegie49.txt,5,9.56912e+12
Rochester38.txt,JohnsHopkins55.txt,5,7.21305e+12
Carnegie49.txt,Hamilton46.txt,5,6.5767e+12
Rochester38.txt,Howard90.txt,5,6.67459e+12
Princeton12.txt,Mississippi66.txt,5,8.13933e+12
Princeton12.txt,Syracuse56.txt,5,8.93699e+12
Rochester38.txt,Oberlin44.txt,5,5.91474e+12
Carnegie49.txt,Lehigh96.txt,5,8.22422e+12
UC64.txt,Columbia2.txt,5,4.7502e+14
Smith60.txt,UCSC68.txt,5,5.38168e+12
Villanova62.txt,American75.txt,5,8.35389e+12
Rochester38.txt,Vanderbilt48.txt,5,8.23779e+12
Hamilton46.txt,Vassar85.txt,5,4.47606e+12
UC64.txt,Bingham82.txt,5,9.00057e+12
UC64.txt,Dartmouth6.txt,5,1.16393e+13
Hamilton46.txt,Santa74.txt,5,6.41476e+12
WashU32.txt,NotreDame57.txt,5,8.48618e+12
Princeton12.txt,Wellesley22.txt,5,6.4385e+12
Rice31.txt,Rice31.txt,5,5.25075e+12
Rochester38.txt,BC17.txt,5,7.83466e+12
Oberlin44.txt,Duke14.txt,5,6.44626e+12
Oberlin44.txt,BC17.txt,5,8.63341e+12
Rochester38.txt,Duke14.txt,5,6.08524e+12
Carnegie49.txt,Wesleyan43.txt,5,6.24315e+12
Rice31.txt,Amherst41.txt,5,5.00646e+12
Carnegie49.txt,Bowdoin47.txt,5,6.49886e+12
Smith60.txt,Syracuse56.txt,5,7.34943e+12
Carnegie49.txt,Williams40.txt,5,6.63619e+12
Vermont70.txt,Stanford3.txt,5,8.38259e+12
Auburn71.txt,Mich67.txt,5,3.03946e+13
Yale4.txt,Columbia2.txt,5,2.10145e+14
Dartmouth6.txt,NotreDame57.txt,5,8.44412e+12
Santa74.txt,Santa74.txt,5,1.21033e+13
Auburn71.txt,Tulane29.txt,5,1.95668e+13
Vermont70.txt,Mich67.txt,5,9.39642e+12
Yale4.txt,Auburn71.txt,5,1.88382e+13
Georgetown15.txt,Lehigh96.txt,5,8.61263e+12
Syracuse56.txt,Santa74.txt,5,1.60066e+13
Howard90.txt,Pepperdine86.txt,5,6.97648e+12
Yale4.txt,BC17.txt,5,8.58653e+12
Mississippi66.txt,Baylor93.txt,5,1.80612e+13
Mississippi66.txt,Georgetown15.txt,5,9.68577e+12
Yale4.txt,Duke14.txt,5,6.6234e+12
Howard90.txt,Brandeis99.txt,5,7.62819e+13
Auburn71.txt,American75.txt,5,2.34012e+13
William77.txt,Carnegie49.txt,5,8.48747e+12
BC17.txt,Tulane29.txt,5,9.03331e+12
Bucknell39.txt,Brown11.txt,5,4.70108e+12
Bucknell39.txt,Williams40.txt,5,4.09867e+12
Brandeis99.txt,Santa74.txt,5,1.20431e+14
William77.txt,Oklahoma97.txt,5,3.09308e+13
Bucknell39.txt,Bingham82.txt,5,4.45374e+12
USFCA72.txt,Vassar85.txt,5,6.07305e+12
William77.txt,Trinity100.txt,5,5.20705e+12
NotreDame57.txt,NotreDame57.txt,5,9.11349e+12
Stanford3.txt,Syracuse56.txt,5,1.08228e+13
William77.txt,Wellesley22.txt,5,7.06197e+12
USFCA72.txt,Hamilton46.txt,5,6.16513e+12
UChicago30.txt,Santa74.txt,5,9.51718e+12
Bingham82.txt,Wesleyan43.txt,5,4.74341e+12
Amherst41.txt,Georgetown15.txt,5,6.45961e+12
Amherst41.txt,Baylor93.txt,5,1.08067e+13
Bingham82.txt,Stanford3.txt,5,7.20529e+12
Pepperdine86.txt,JohnsHopkins55.txt,5,7.52635e+12
Cal65.txt,American75.txt,5,8.30918e+12
Colgate88.txt,Maine59.txt,5,5.29908e+12
Brown11.txt,Stanford3.txt,5,7.63489e+12
Pepperdine86.txt,Brandeis99.txt,5,3.5298e+13
Villanova62.txt,Pepperdine86.txt,5,7.04203e+12
Harvard1.txt,WashU32.txt,5,9.18261e+12
Amherst41.txt,Williams40.txt,5,4.68168e+12
Villanova62.txt,UPenn7.txt,5,7.4584e+12
Harvard1.txt,Rochester38.txt,5,8.1703e+12
Villanova62.txt,Tufts18.txt,5,8.28098e+12
Amherst41.txt,Amherst41.txt,5,4.77052e+12
Villanova62.txt,Duke14.txt,5,7.36531e+12
Brown11.txt,Baylor93.txt,5,1.43031e+13
Pepperdine86.txt,Emory27.txt,5,5.62577e+12
Cal65.txt,Oberlin44.txt,5,7.32394e+12
Pepperdine86.txt,Tulane29.txt,5,6.70869e+12
Colgate88.txt,Colgate88.txt,5,3.76162e+12
Bingham82.txt,Baylor93.txt,5,1.1104e+13
Amherst41.txt,Stanford3.txt,5,6.77776e+12
Amherst41.txt,Trinity100.txt,5,4.34427e+12
Bingham82.txt,Rice31.txt,5,5.31802e+12
UChicago30.txt,Lehigh96.txt,5,8.18161e+12
Stanford3.txt,Trinity100.txt,5,6.16748e+12
USFCA72.txt,Oberlin44.txt,5,7.24523e+12
Vermont70.txt,Vermont70.txt,5,7.29826e+12
William77.txt,Syracuse56.txt,5,1.20158e+13
USFCA72.txt,Tufts18.txt,5,8.02242e+12
Stanford3.txt,Wellesley22.txt,5,7.78507e+12
Bucknell39.txt,Rochester38.txt,5,4.53316e+12
Brandeis99.txt,Wellesley22.txt,5,5.48795e+13
Bucknell39.txt,Amherst41.txt,5,4.18651e+12
William77.txt,MIT8.txt,5,9.94041e+12
William77.txt,GWU54.txt,5,1.9842e+13
Bucknell39.txt,Auburn71.txt,5,1.34846e+13
BC17.txt,JohnsHopkins55.txt,5,1.10941e+13
Auburn71.txt,Maine59.txt,5,2.0164e+13
Yale4.txt,Amherst41.txt,5,5.62514e+12
Mississippi66.txt,BC17.txt,5,1.11733e+13
Howard90.txt,Emory27.txt,5,6.42774e+12
Howard90.txt,Wake73.txt,5,6.19039e+12
Mississippi66.txt,Bowdoin47.txt,5,6.70027e+12
Yale4.txt,Georgetown15.txt,5,7.62628e+12
Syracuse56.txt,Wellesley22.txt,5,1.01509e+13
Georgetown15.txt,Santa74.txt,5,1.06729e+13
Yale4.txt,Howard90.txt,5,7.2608e+12
Santa74.txt,Wellesley22.txt,5,8.17099e+12
Dartmouth6.txt,Stanford3.txt,5,9.20701e+12
Vermont70.txt,Mississippi66.txt,5,8.53003e+12
Auburn71.txt,JohnsHopkins55.txt,5,2.886e+13
Auburn71.txt,UPenn7.txt,5,1.91041e+13
Vermont70.txt,Baylor93.txt,5,1.3064e+13
Yale4.txt,Bucknell39.txt,5,4.93127e+12
Carnegie49.txt,Mississippi66.txt,5,9.80349e+12
Smith60.txt,Trinity100.txt,5,4.27707e+12
Carnegie49.txt,Baylor93.txt,5,1.85156e+13
Oberlin44.txt,Brandeis99.txt,5,4.09468e+13
Rice31.txt,Duke14.txt,5,5.89207e+12
Carnegie49.txt,UCSC68.txt,5,7.68242e+12
Rochester38.txt,Amherst41.txt,5,5.16881e+12
Rochester38.txt,Georgetown15.txt,5,6.99387e+12
Smith60.txt,Wellesley22.txt,5,5.35669e+12
Oberlin44.txt,Pepperdine86.txt,5,6.16409e+12
Princeton12.txt,Santa74.txt,5,7.4448e+12
Hamilton46.txt,Wellesley22.txt,5,5.39263e+12
UC64.txt,Northwestern25.txt,5,2.32337e+13
WashU32.txt,Stanford3.txt,5,8.07788e+12
Rochester38.txt,Bingham82.txt,5,5.49992e+12
UC64.txt,Rochester38.txt,5,9.19222e+12
Hamilton46.txt,Bowdoin47.txt,5,4.50326e+12
Villanova62.txt,Hamilton46.txt,5,6.26877e+12
WashU32.txt,Bowdoin47.txt,5,5.5986e+12
UC64.txt,Yale4.txt,5,1.00233e+13
Smith60.txt,Rice31.txt,5,4.92228e+12
Hamilton46.txt,Stanford3.txt,5,6.60988e+12
UC64.txt,Vanderbilt48.txt,5,1.62653e+13
WashU32.txt,Wellesley22.txt,5,7.02088e+12
Rochester38.txt,Brown11.txt,5,5.81285e+12
Rochester38.txt,Mississippi66.txt,5,7.48105e+12
Rice31.txt,Williams40.txt,5,4.90432e+12
Oberlin44.txt,NotreDame57.txt,5,7.1395e+12
Oberlin44.txt,UCSC68.txt,5,6.28037e+12
Rice31.txt,Wesleyan43.txt,5,4.67851e+12
Rochester38.txt,Syracuse56.txt,5,8.21385e+12
Carnegie49.txt,UPenn7.txt,5,8.03644e+12
Hamilton46.txt,Rice31.txt,5,4.87704e+12
Carnegie49.txt,NotreDame57.txt,5,9.0225e+12
Auburn71.txt,Syracuse56.txt,5,7.18361e+13
Vermont70.txt,Amherst41.txt,5,5.89777e+12
Dartmouth6.txt,Emory27.txt,5,6.76399e+12
Yale4.txt,WashU32.txt,5,6.71104e+12
Vermont70.txt,Vassar85.txt,5,5.67646e+12
Auburn71.txt,Mississippi66.txt,5,2.77528e+13
Vermont70.txt,Rice31.txt,5,6.18373e+12
Tulane29.txt,JohnsHopkins55.txt,5,8.31268e+12
Trinity100.txt,Trinity100.txt,5,3.95946e+12
